"","Samples","Nr_NA_before_gap","Nr_NA_after_gap","outlier_gaphunter","percent_outlier_gaphunter"
"167","200705940088_R04C01",0,0,0,0
"168","200705940088_R05C01",0,0,0,0
"169","200705940088_R06C01",0,1,1,0.000135069972999512
"170","200705940088_R07C01",0,0,0,0
"171","200705940088_R08C01",0,0,0,0
"172","200705940096_R01C01",0,0,0,0
"173","200705940096_R02C01",0,0,0,0
"174","200705940096_R03C01",0,0,0,0
"175","200705940096_R04C01",0,0,0,0
"176","200705940096_R05C01",0,0,0,0
"177","200705940096_R06C01",0,0,0,0
"178","200705940096_R07C01",0,0,0,0
"179","200705940096_R08C01",0,0,0,0
"180","200712160002_R01C01",0,0,0,0
"181","200712160002_R02C01",0,0,0,0
"182","200712160002_R03C01",0,0,0,0
"183","200712160002_R04C01",0,0,0,0
"184","200712160002_R05C01",0,0,0,0
"185","200712160002_R06C01",0,1,1,0.000135069972999512
"186","200712160002_R07C01",0,0,0,0
"187","200712160002_R08C01",0,1,1,0.000135069972999512
"188","200712160033_R01C01",0,0,0,0
"189","200712160033_R02C01",0,0,0,0
"190","200712160033_R03C01",0,0,0,0
"191","200712160033_R04C01",0,0,0,0
"192","200712160033_R05C01",0,0,0,0
"193","200712160033_R06C01",0,0,0,0
"194","200712160033_R07C01",0,1,1,0.000135069972999512
"195","200712160033_R08C01",0,0,0,0
"196","200712160042_R01C01",0,0,0,0
"197","200712160042_R02C01",0,0,0,0
"198","200712160042_R03C01",0,0,0,0
"199","200712160042_R04C01",0,0,0,0
"200","200712160042_R05C01",0,0,0,0
"201","200712160042_R06C01",0,0,0,0
"202","200712160042_R07C01",0,0,0,0
"203","200712160042_R08C01",0,0,0,0
"204","200712160065_R01C01",0,0,0,0
"205","200712160065_R02C01",0,0,0,0
"206","200712160065_R03C01",0,0,0,0
"207","200712160065_R04C01",0,0,0,0
"208","200712160065_R05C01",0,2,2,0.000270139945999025
"209","200712160065_R06C01",0,0,0,0
"210","200712160065_R07C01",0,0,0,0
"211","200712160065_R08C01",0,0,0,0
"212","200712160082_R01C01",0,0,0,0
"213","200712160082_R02C01",0,0,0,0
"214","200712160082_R03C01",0,0,0,0
"215","200712160082_R04C01",0,0,0,0
"216","200712160082_R05C01",0,0,0,0
"217","200712160082_R06C01",0,0,0,0
"218","200712160082_R07C01",0,0,0,0
"219","200712160082_R08C01",0,0,0,0
"220","200712160086_R01C01",0,0,0,0
"221","200712160086_R02C01",0,0,0,0
"222","200712160086_R03C01",0,0,0,0
"223","200712160086_R04C01",0,0,0,0
"224","200712160086_R05C01",0,0,0,0
"225","200712160086_R06C01",0,0,0,0
"226","200712160086_R07C01",0,0,0,0
"227","200712160086_R08C01",0,0,0,0
"228","200712160098_R01C01",0,0,0,0
"229","200712160098_R02C01",0,0,0,0
"230","200712160098_R03C01",0,0,0,0
"231","200712160098_R04C01",0,0,0,0
"232","200712160098_R05C01",0,0,0,0
"233","200712160098_R06C01",0,0,0,0
"234","200712160098_R07C01",0,0,0,0
"235","200712160098_R08C01",0,0,0,0
"236","200712160100_R01C01",0,0,0,0
"237","200712160100_R02C01",0,0,0,0
"238","200712160100_R03C01",0,0,0,0
"239","200712160100_R04C01",0,0,0,0
"240","200712160100_R05C01",0,0,0,0
"241","200712160100_R06C01",0,0,0,0
"242","200712160100_R07C01",0,0,0,0
"243","200712160100_R08C01",0,0,0,0
"244","200712160102_R01C01",0,0,0,0
"245","200712160102_R02C01",0,0,0,0
"246","200712160102_R03C01",0,0,0,0
"247","200712160102_R04C01",0,0,0,0
"248","200712160102_R05C01",0,0,0,0
"249","200712160102_R06C01",0,0,0,0
"250","200712160102_R07C01",0,0,0,0
"251","200712160102_R08C01",0,0,0,0
"252","200715340013_R01C01",0,0,0,0
"253","200715340013_R02C01",0,0,0,0
"254","200715340013_R03C01",0,0,0,0
"255","200715340013_R04C01",0,0,0,0
"256","200715340013_R05C01",0,0,0,0
"257","200715340013_R06C01",0,0,0,0
"258","200715340013_R07C01",0,0,0,0
"259","200715340013_R08C01",0,1,1,0.000135069972999512
"260","200715340035_R01C01",0,0,0,0
"261","200715340035_R02C01",0,0,0,0
"262","200715340035_R03C01",0,0,0,0
"263","200715340035_R04C01",0,0,0,0
"264","200715340035_R05C01",0,0,0,0
"265","200715340035_R06C01",0,0,0,0
"266","200715340035_R07C01",0,2,2,0.000270139945999025
"267","200715340035_R08C01",0,0,0,0
"268","200715340057_R01C01",0,0,0,0
"269","200715340057_R02C01",0,0,0,0
"270","200715340057_R03C01",0,0,0,0
"271","200715340057_R04C01",0,0,0,0
"272","200715340057_R05C01",0,0,0,0
"273","200715340057_R06C01",0,0,0,0
"274","200715340057_R07C01",0,0,0,0
"275","200715340057_R08C01",0,0,0,0
"276","200715340073_R01C01",0,0,0,0
"277","200715340073_R02C01",0,2,2,0.000270139945999025
"278","200715340073_R03C01",0,0,0,0
"279","200715340073_R04C01",0,0,0,0
"280","200715340073_R05C01",0,0,0,0
"281","200715340073_R06C01",0,0,0,0
"282","200715340073_R07C01",0,0,0,0
"283","200715340073_R08C01",0,1,1,0.000135069972999512
"284","200715340075_R01C01",0,1,1,0.000135069972999512
"285","200715340075_R02C01",0,0,0,0
"286","200715340075_R03C01",0,0,0,0
"287","200715340075_R04C01",0,0,0,0
"288","200715340075_R05C01",0,0,0,0
"289","200715340075_R06C01",0,0,0,0
"290","200715340075_R07C01",0,0,0,0
"291","200715340075_R08C01",0,0,0,0
"292","200720060013_R01C01",0,0,0,0
"293","200720060013_R02C01",0,0,0,0
"294","200720060013_R03C01",0,0,0,0
"295","200720060013_R04C01",0,0,0,0
"296","200720060013_R05C01",0,0,0,0
"297","200720060013_R06C01",0,0,0,0
"298","200720060013_R07C01",0,0,0,0
"299","200720060013_R08C01",0,0,0,0
"300","200720060022_R01C01",0,0,0,0
"301","200720060022_R02C01",0,0,0,0
"302","200720060022_R03C01",0,0,0,0
"303","200720060022_R04C01",0,0,0,0
"304","200720060022_R05C01",0,0,0,0
"305","200720060022_R06C01",0,0,0,0
"306","200720060022_R07C01",0,0,0,0
"307","200720060022_R08C01",0,0,0,0
"308","200720060023_R01C01",0,0,0,0
"309","200720060023_R02C01",0,0,0,0
"310","200720060023_R03C01",0,0,0,0
"311","200720060023_R04C01",0,0,0,0
"312","200720060023_R05C01",0,0,0,0
"313","200720060023_R06C01",0,0,0,0
"314","200720060023_R07C01",0,0,0,0
"315","200720060023_R08C01",0,0,0,0
"316","200720060045_R01C01",0,0,0,0
"317","200720060045_R02C01",0,0,0,0
"318","200720060045_R03C01",0,0,0,0
"319","200720060045_R04C01",0,0,0,0
"320","200720060045_R05C01",0,0,0,0
"321","200720060045_R06C01",0,0,0,0
"322","200720060045_R07C01",0,0,0,0
"323","200720060045_R08C01",0,0,0,0
"324","200720060060_R01C01",0,0,0,0
"325","200720060060_R02C01",0,0,0,0
"326","200720060060_R03C01",0,0,0,0
"327","200720060060_R04C01",0,0,0,0
"328","200720060060_R05C01",0,0,0,0
"329","200720060060_R06C01",0,0,0,0
"330","200720060060_R07C01",0,1,1,0.000135069972999512
"331","200720060060_R08C01",0,0,0,0
"332","200720060067_R01C01",0,1,1,0.000135069972999512
"333","200720060067_R02C01",0,0,0,0
"334","200720060067_R03C01",0,0,0,0
"335","200720060067_R04C01",0,0,0,0
"336","200720060067_R05C01",0,0,0,0
"337","200720060067_R06C01",0,0,0,0
"338","200720060067_R07C01",0,0,0,0
"339","200720060067_R08C01",0,0,0,0
"340","200720060070_R01C01",0,0,0,0
"341","200720060070_R02C01",0,0,0,0
"342","200720060070_R03C01",0,0,0,0
"343","200720060070_R04C01",0,0,0,0
"344","200720060070_R05C01",0,0,0,0
"345","200720060070_R06C01",0,0,0,0
"346","200720060070_R07C01",0,0,0,0
"347","200720060070_R08C01",0,0,0,0
"348","200720060077_R01C01",0,0,0,0
"349","200720060077_R02C01",0,0,0,0
"350","200720060077_R03C01",0,0,0,0
"351","200720060077_R04C01",0,0,0,0
"352","200720060077_R05C01",0,0,0,0
"353","200720060077_R06C01",0,0,0,0
"354","200720060077_R07C01",0,0,0,0
"355","200720060077_R08C01",0,0,0,0
"356","200720060107_R01C01",0,0,0,0
"357","200720060107_R02C01",0,0,0,0
"358","200720060107_R03C01",0,0,0,0
"359","200720060107_R04C01",0,0,0,0
"360","200720060107_R05C01",0,0,0,0
"361","200720060107_R06C01",0,0,0,0
"362","200720060107_R07C01",0,0,0,0
"363","200720060107_R08C01",0,0,0,0
"364","200720130024_R01C01",0,0,0,0
"365","200720130024_R02C01",0,0,0,0
"366","200720130024_R03C01",0,0,0,0
"367","200720130024_R04C01",0,0,0,0
"368","200720130024_R05C01",0,0,0,0
"369","200720130024_R06C01",0,0,0,0
"370","200720130024_R07C01",0,0,0,0
"371","200720130024_R08C01",0,0,0,0
"372","200720130043_R01C01",0,0,0,0
"373","200720130043_R02C01",0,0,0,0
"374","200720130043_R03C01",0,0,0,0
"375","200720130043_R04C01",0,0,0,0
"376","200720130043_R05C01",0,0,0,0
"377","200720130043_R06C01",0,0,0,0
"378","200720130043_R07C01",0,0,0,0
"379","200720130043_R08C01",0,0,0,0
"380","200727750034_R01C01",0,0,0,0
"381","200727750034_R02C01",0,0,0,0
"382","200727750034_R03C01",0,0,0,0
"383","200727750034_R04C01",0,0,0,0
"384","200727750034_R05C01",0,0,0,0
"385","200727750034_R06C01",0,0,0,0
"386","200727750034_R07C01",0,0,0,0
"387","200727750034_R08C01",0,0,0,0
"388","200727750089_R01C01",0,0,0,0
"389","200727750089_R02C01",0,0,0,0
"390","200727750089_R03C01",0,1,1,0.000135069972999512
"391","200727750089_R04C01",0,0,0,0
"392","200727750089_R05C01",0,0,0,0
"393","200727750089_R06C01",0,0,0,0
"394","200727750089_R07C01",0,0,0,0
"395","200727750089_R08C01",0,0,0,0
"396","200727750096_R01C01",0,0,0,0
"397","200727750096_R02C01",0,0,0,0
"398","200727750096_R03C01",0,0,0,0
"399","200727750096_R04C01",0,0,0,0
"400","200727750096_R05C01",0,0,0,0
"401","200727750096_R06C01",0,0,0,0
"402","200727750096_R07C01",0,0,0,0
"403","200727750096_R08C01",0,0,0,0
