CD8T;CD4T;NK;Bcell;Mono;Gran
200720060022_R06C01;0.0338993115911611;0.254079526152457;0.0816827844067071;0.0576595037752249;0.0350222661893104;0.550485395726045
200720060022_R07C01;0;0.0364332833516876;0.0246197996667479;0.0466305869404557;0.0302437852385705;0.882570151155741
200720060022_R08C01;0;0.0784691270650727;0.00791772229407557;0.0391128218888397;0.0568063450116986;0.831806712433204
200720060023_R01C01;0.0261449811975596;0.0864486480819197;0.0321899239144724;0.0415597916796703;0.0101216344490985;0.820105216900957
200720060023_R02C01;0.0736100433855489;0.232848711992802;0.0426637324430785;0.0771280578068063;0.0454838570141968;0.549746553719651
200720060023_R03C01;0.0264341347460497;0.0552288602948674;0;0.0253837236896395;0.043142044679613;0.853103191371753
200720060023_R04C01;0.0952950755331486;0.168218641239307;0.0216924874727273;0.0711620717248612;0.0731889371915195;0.586717218657297
200720060023_R05C01;0.0110505802832622;0.123969977889968;0.0475625290169627;0.0673066885271299;0.0626056703987828;0.711514723282982
200720060023_R06C01;0.0286377454776183;0.165023250986307;0.0604460938040437;0.0788593459707005;0.0989018450765608;0.595095268441657
200720060023_R07C01;0.0670638119279407;0.13951679855161;0.0481209378883745;0.09412930895136;0.0640151560587031;0.617789517092641
200720060023_R08C01;0.0974452217516297;0.239884114105358;0.0695517225983763;0.115835016918553;0.0596361030745946;0.441236532434816
200720060013_R01C01;0.122875039212734;0.138580125202956;0.102317785102966;0.0510420968566609;0.0588485807607972;0.5346434026964
200720060013_R02C01;0.0541685383532485;0.0497550715830558;0.0299247563775378;0.0188956912684758;0.034879184820329;0.810647468980565
200720060013_R03C01;0.0880589078119413;0.142071685835767;0.01355088787863;0.0305031015599675;0.0684208684954856;0.671407269648213
200720060013_R04C01;0.0458664638344492;0.0658604154732315;0.0210997533404785;0.0165582084353648;0.0605287381385625;0.796660831685881
200720060013_R05C01;0.0790849856663358;0.233179366299524;0.0847726714476185;0.0993815077904768;0.078426197739479;0.448618837662171
200720060013_R06C01;0.0215694737542622;0.0681335501944114;0.0644778567189613;0.0566457321487321;0.0352839431296856;0.773940710127428
200720060013_R07C01;0.0172348613092697;0.12238511987193;0.0405663529191202;0.0505950509121727;0.0766670665605273;0.715996817069894
200720060013_R08C01;0;0.049495381213212;0.0604480507809023;0.0267517999533987;0.0344060423303768;0.840905178571184
200705940035_R01C01;0.0679840655137444;0.180704088767313;0.047480492606335;0.0330083939618988;0.0676853648687312;0.608313328645704
200705940035_R02C01;0.0391206219117215;0.127420234005242;0.0168477158148339;0.0182030681524435;0.0353108547126493;0.763638627812539
200705940035_R03C01;0.138792786604328;0.176075753076864;0.0470879110352919;0.109664215773662;0.0640154301679106;0.478240784002393
200705940035_R04C01;0.0562994389207469;0.0799511387089416;0.0157335986743589;0.0734546710521528;0.0441942531475726;0.739443700704047
200705940035_R05C01;0.11144332873868;0.325288003910113;0.0933689296516636;0.0966070728598195;0.0638681707809857;0.330748451915267
200705940035_R06C01;0.0868549950759867;0.164390975757127;0.0556978446216861;0.0758926692407384;0.0742834973115608;0.580176015956501
200705940035_R07C01;0.0270881035701518;0.0566604953765134;0.0206905326517504;0.0618759850999521;0.0614484042837375;0.787089339777053
200705940035_R08C01;0.013758960479662;0.0489039475303081;0.0253062251073797;0.0391370562957747;0.0501650327630166;0.833096691052092
200705360036_R01C01;0.0263628820832939;0.0624490730784561;0.0240833059284163;0.024068096889753;0.060430074721313;0.799775921443774
200705360036_R02C01;0.0584362972921854;0.224590959946873;0.0158753885407477;0.0585818992210139;0.0599214870771672;0.585797073616528
200705360036_R03C01;0.0641447385793628;0.0764709395956653;0;0.0753322160525859;0.0257753662826433;0.761876981529278
200705360036_R04C01;0.136586585263476;0.179828784945838;0.0209300959415505;0.154780873774418;0.0328326397179673;0.48200942038331
200705360036_R05C01;0.0314954925860515;0.0706450104575068;0.0317519547545258;0.0557003679262398;0.0924439503078743;0.735497548442187
200705360036_R06C01;0.0278773865382528;0.134166835374275;0.0558610280915768;0.0865223935093246;0.108551921350318;0.60957254238101
200705360036_R07C01;0.0600483721825057;0.146484030860161;0.0189811007553761;0.0525432715040782;0.0322766961997794;0.707521403489314
200705360036_R08C01;0.113555920030801;0.357501737034967;0;0.0751538999171651;0.0403367356018092;0.433201975013013
200727750034_R01C01;0.0160381791706305;0.0726421498608848;0.0515110347509056;0.0561843797872321;0.0591175363270419;0.754721576878582
200727750034_R02C01;0.0720487681848107;0.148357980595127;0.0398927164331561;0.094251395282318;0.0700167518771186;0.588876579832666
200727750034_R03C01;0.0067584533976412;0.0892607755496928;0.0331707076386895;0.0724086143872611;0.0576253277215538;0.749553700510684
200727750034_R04C01;0.0126520076747118;0.217870511950083;0.0557423787296708;0.113158779963555;0.0800966794408414;0.539771814228529
200727750034_R05C01;0.0540899568418588;0.162368648676185;0.0301314808832313;0.065320681144582;0.0263576512013385;0.685096232270875
200727750034_R06C01;0.0669976940695659;0.289072785561455;0.0190984621234812;0.0774079194416154;0.0190882737853875;0.545568338902488
200727750034_R07C01;0.0448865021991271;0.161176062025212;0.0190951269262864;0.0690817612893973;0.0437785342499699;0.678932026245629
200727750034_R08C01;0.0797040265809417;0.292454611465251;0.0256722611484101;0.109698733984784;0.064826952600867;0.449721323458041
200727750096_R01C01;0;0.112095781212057;0.105708368803418;0.0314736311765309;0.0705847859851332;0.69570269117798
200727750096_R02C01;0.015455487196896;0.199384738036275;0.119405396031973;0.0438529129178698;0.124768293570466;0.519052510684851
200727750096_R03C01;0.0228729068344819;0.0125414196716232;0.0272006052347568;0.0372459753438232;0.030000600864199;0.8859794111188
200727750096_R04C01;0.0841424393792768;0.134069186055642;0.113339560541794;0.0714833441537121;0.058654840841008;0.559806765185873
200727750096_R05C01;0.0386997857215953;0.0273973949924057;0;0.0266600360708724;0.0326594188120318;0.881530689327057
200727750096_R06C01;0.115206891325268;0.144160279062067;0.0197569719131354;0.0606092382064351;0.0633365233683855;0.620140094327599
200727750096_R07C01;0;0.0157543911413405;0.0151382808910548;0.0214183937058308;0.0546406712932818;0.90697938596257
200727750096_R08C01;0.0170486187067449;0.111142091990043;0.0387073469897273;0.04029590251406;0.0961983418434531;0.723931543939049
200705360035_R01C01;0.0149792504196189;0.0339130345196997;0.0484879637305335;0.032192923397782;0.0517370389086677;0.830918133444048
200705360035_R02C01;0.046318773696719;0.124358921593359;0.0453355557422261;0.0429138660310732;0.0967118492453121;0.661306236923531
200705360035_R03C01;0.105114826667901;0.0441566719548638;0.0938094374210909;0.0307596207079789;0.0284623488746797;0.718027488314553
200705360035_R04C01;0.239168374006806;0.101707558674209;0.122688176381761;0.0241679499878519;0.0862115771865169;0.435394276746633
200705360035_R05C01;0.0501019811577055;0.108646844870345;0;0.0567776732342647;0.0487804894649987;0.755513641805485
200705360035_R06C01;0.0820949052061369;0.17031043273925;0;0.0753996069723203;0.0522183771440224;0.644370061970671
200705360035_R07C01;0.0411830616978734;0.104766407704671;0.0440752150220143;0.0789021696739605;0.0282467320488468;0.738410093302169
200705360035_R08C01;0.0684624718808659;0.257239193439351;0.111634908552337;0.10637855427836;0.0397320933995004;0.450976071933887
200705860079_R01C01;0.0780039235052515;0.203772107215894;0.00758634233910006;0.0505006694704863;0.0584883495041889;0.611397401265384
200705860079_R02C01;0.0229657944916152;0.0461747107154644;0;0.0162211147695216;0.0337165575490543;0.882223452405189
200705860079_R03C01;0.0831159450583759;0.230941643868846;0;0.105719959160556;0.061683930538397;0.531358243953687
200705860079_R04C01;0.0586932352709912;0.120269041043229;0.00831413678087328;0.0606278835345394;0.0519258595222635;0.714781132787456
200705860079_R05C01;0.0413032591039865;0.204977552856159;0.00594821412028079;0.0563879874311015;0.0824696380060447;0.633331059050484
200705860079_R06C01;0.0108190392125232;0.0613047361426332;0;0.0244223263088107;0.0371877462123654;0.876775487251551
200705860079_R07C01;0.064444913683174;0.119367899907881;0.0063385264029532;0.0510317492655832;0.0652553288532336;0.714664736513482
200705860079_R08C01;0.0567356229760703;0.135234533534779;0.0126466842752139;0.0486024986649991;0.0686437859873356;0.697218780908549
200712160033_R01C01;0.0782029380367321;0.218013385270126;0.0347296227760492;0.0617330951446639;0.0529998294793824;0.56340471225721
200712160033_R02C01;0.025992391152774;0.186350122762088;0.0676363685333607;0.0564706815166275;0.0531750162213351;0.614610505813951
200712160033_R03C01;0.0834484967628029;0.164098541190916;0.039753978016244;0.05333355405858;0.0614391218060731;0.61139156763793
200712160033_R04C01;0.0308666786454934;0.0953731960292169;0.0505282998159478;0.0383056063169723;0.0523723950688818;0.742948071454701
200712160033_R05C01;0.0497599102894018;0.1494175087597;0.072967935532827;0.0604379957103024;0.0765694851751061;0.611325764167001
200712160033_R06C01;0.0117111762851851;0.0254966246438981;0.0324371008587451;0.0186782549890647;0.032609201687336;0.886653665935602
200712160033_R07C01;0.0393772544608486;0.265795985162461;0.043338767295361;0.0649004738470715;0.0621175359840002;0.545162912497462
200712160033_R08C01;0.0265232881878641;0.102469848143412;0.020043655916552;0.0443785461732883;0.0454202692848805;0.780165490883386
200705940088_R01C01;0.0611223604089113;0.160721896981741;0.0628000040603316;0.0480262404946317;0.0121537655645849;0.664346246158226
200705940088_R02C01;0.101918044840453;0.324820930623675;0.0533365507241773;0.0689676336499832;0.0163918006930726;0.440036777411499
200705940088_R03C01;0.0228241044429674;0.0708059690606404;0.0830496008854682;0.0278747527882503;0.0221113470231679;0.786986112827726
200705940088_R04C01;0.0440026749959223;0.154382724478463;0.109421640289285;0.03904830338295;0.0528079236454355;0.623829706713741
200705940088_R05C01;0.0374237205444128;0.146842849647078;0;0.0543021959726348;0.049244210105973;0.719018769879852
200705940088_R06C01;0.0878288362604084;0.278895657445147;0;0.0909175308993476;0.0673564849472154;0.4947544836444
200705940088_R07C01;0.031712984578906;0.111305079268705;0.0166914368508645;0.0337489628102131;0.0371934141871328;0.781414431697232
200705940088_R08C01;0.0708658979949588;0.265412809578669;0.0221465035578946;0.0684650690268621;0.0441778782429842;0.543519409963983
200712160082_R01C01;0.138493103311031;0.0923010598484502;0.142201055342997;0.0524469951906235;0.0561351716077252;0.539816593946434
200712160082_R02C01;0.116789922910693;0.0287470204907096;0.117448514339582;0.0322358936621623;0.0471376387687635;0.675926795191591
200712160082_R03C01;0.0571648684585625;0.122145901183871;0.0262842687427806;0.041504625337162;0.102409124609335;0.660202524172191
200712160082_R04C01;0.0347025940479849;0.0401376004847796;0.00513030732629384;0.0313694775254913;0.0692198624363074;0.82609924742324
200712160082_R05C01;0.0898175380790505;0.126202728559583;0.0659684437529588;0.0859615792420629;0.0605681520735759;0.609034933999523
200712160082_R06C01;0.0629156883491916;0.0557063584152929;0.0526699016219552;0.0647406111148663;0.0505240007393144;0.743003850857427
200712160082_R07C01;0.0702185322270264;0.0793294423629894;0.0784684991807106;0.0722439027155567;0.0528328810516994;0.678137098075058
200712160082_R08C01;0.0921463794403806;0.0469043963165542;0.0650867313525768;0.0561130994517068;0.0280067648180159;0.736780524409357
200712160002_R01C01;0.0578873687195848;0.0907852974612133;0.0177539551131802;0.0772737259685211;0.0445118600432259;0.72798288655096
200712160002_R02C01;0.046229984940954;0.106443380753658;0.0250667156112987;0.0637290395073046;0.0511532163258928;0.718830578788828
200712160002_R03C01;0.0490487620202174;0.0841800607797291;0.0386274008364271;0.0706067428557216;0.0487098575120013;0.722683526392112
200712160002_R04C01;0.0774200839378636;0.2039340465255;0.0783395261991377;0.107921255808968;0.0767776967748921;0.472665409641568
200712160002_R05C01;0.0543849562320866;0.143224475041204;0.0201396292057391;0.0661770289551152;0.0479788319905581;0.695647353427961
200712160002_R06C01;0.0822480055559667;0.225750559254474;0.00296862084103107;0.0719897496231091;0.0526849011050773;0.591107582357271
200712160002_R07C01;0.0149974985072922;0.130756783906996;0.0483851159963982;0.101801126999983;0.0487414789636374;0.680546910753976
200712160002_R08C01;0.0763628338159355;0.267054638831915;0.00757789444119404;0.181058202238334;0.0498025320403192;0.447897456895149
200715340013_R01C01;0.0496360781591563;0.203751399167455;0.0661787456199376;0.0699516601754671;0.0493042310269743;0.577276048851127
200715340013_R02C01;0.00971686006526717;0.116661554732077;0.0663696653591039;0.0529715836637444;0.0394971460549535;0.729742684249189
200715340013_R03C01;0.203467060747693;0.181490662872865;0.0394994099068123;0.125535359260275;0.0394602249287711;0.455661813207477
200715340013_R04C01;0.10866756421444;0.110074290834706;0.0216305494984045;0.0659741534345335;0.0303934909520004;0.687117073089114
200715340013_R05C01;0.109898648128307;0.191918237996116;0.0818419920279358;0.117655213723798;0.0738971498867254;0.471441853218633
200715340013_R06C01;0.0404704315846045;0.0765622965779818;0.064296731177694;0.0690005850432154;0.011399886938991;0.77088339934824
200715340013_R07C01;0.0631103344897488;0.193805110867285;0.0336406560765482;0.0782189955460833;0.034630722973837;0.627085619455286
200715340013_R08C01;0.042634247662011;0.108017677562991;0.0185716439162112;0.0558822440805671;0.0328488737333599;0.76240309124426
200712160042_R03C01;0.0838149132633471;0.122171577998823;0.0480792716302692;0.0631796971843454;0.059291777563167;0.654886762251522
200712160042_R04C01;0.0325035535772108;0.0329908668510685;0.0211687197462385;0.0296439259618254;0.037914752157283;0.861506511771285
200712160042_R05C01;0.142559413115787;0.117660669548794;0.000513000998130663;0.111654665958688;0.0921985139104276;0.566817246635463
200712160042_R06C01;0.104790252392892;0.0624130537762166;0.00325245313047632;0.0807909006177479;0.0640216770449275;0.714922874416923
200712160042_R07C01;0.0822093492579932;0.16933257616766;0.0703749488237763;0.0806781118789859;0.07194084954851;0.560681877546439
200712160042_R08C01;0.0398694178429171;0.088679593650792;0.0476212917549869;0.0490483128922213;0.0513786992247257;0.75875932550274
200705360049_R01C01;0.0976465518201191;0.17474556414659;0.123820787091694;0.105829065990177;0.0409437395947165;0.485668525402723
200705360049_R02C01;0.0659847245989132;0.0907272705965269;0.0880344222076726;0.0869645936647006;0.0313000847066972;0.668058455008425
200705360049_R03C01;0.135006752580933;0.181708801720337;0;0.0728191569122284;0.0723441764322783;0.570215613010791
200705360049_R04C01;0.0531791098751502;0.0629015098100567;0.00875001275508738;0.0340096039597915;0.0483103899858889;0.803554283486972
200705360049_R05C01;0.0737231002145844;0.136851969984658;0.049423420204745;0.0815850361742246;0.0425799523839863;0.648582173215023
200705360049_R06C01;0.0425220903726106;0.0747493879212056;0.0547296784652601;0.0576277934236935;0.0245114030725297;0.77200831937449
200705360049_R07C01;0.0717717108493771;0.126178661171239;0.0846200931745756;0.109522807494665;0.0705992528428685;0.573463735021766
200705360049_R08C01;0.104781824172781;0.046346320231884;0.0608334346320491;0.0950022503769273;0.0689010570261265;0.658279503377014
200705940062_R01C01;0.0511073981474884;0.0600828855606797;0.0221418706124771;0.02506024969709;0.046887997598397;0.801885734258157
